Accreditation code,Power station name,State,Postcode,Installed capacity (MW),Fuel Source (s),Accreditation start date,Approval date,lat,lng,lga,city,state_std,postcode,country,formatted_address,query_used
SRPXQLE8,"Laura Johnson Home, Townview",QLD,4825,0.2265,Solar,2024-10-15,2025-01-13,-20.7342326,139.5034862,Townview,Mount Isa City,Queensland,4825.0,Australia,"41 Clarke St, Townview QLD 4825, Australia","Laura Johnson Home, Townview, Queensland, Australia"
SRPYNS39,Leppington,NSW,2179,0.732,Solar,2024-11-22,2025-01-13,-33.9773022,150.7834354,Leppington,,New South Wales,2179.0,Australia,"Leppington NSW 2179, Australia","Leppington, New South Wales, Australia"
SRPYNS58,Quakers Hillside Care Community,NSW,2763,0.1996,Solar,2024-12-19,2025-01-13,-33.719511,150.891607,Quakers Hill,City of Blacktown,New South Wales,2763.0,Australia,"35 Hambledon Rd, Quakers Hill NSW 2763, Australia","Quakers Hillside Care Community, New South Wales, Australia"
SRPXVCN4,Rest Nominees,VIC,3008,0.1188,Solar,2024-09-20,2025-01-13,-36.9847807,143.3906074,,,Victoria,,Australia,"Victoria, Australia","Rest Nominees, Victoria, Australia"
SRPXQLF9,Retail First Mt Ommaney,QLD,4074,1.0004,Solar,2024-10-29,2025-01-13,-27.4852123,152.9924062,Toowong,Brisbane City,Queensland,4066.0,Australia,"Toowong QLD 4066, Australia","Retail First Mt Ommaney, Queensland, Australia"
SRPXQLG3,Woolworths HCFDC Heathwood,QLD,4110,1.6721,Solar,2024-12-12,2025-01-13,-27.6348312,152.9917087,Heathwood,Brisbane City,Queensland,,Australia,"Heathwood QLD, Australia","Woolworths HCFDC Heathwood, Queensland, Australia"
SRPVTA25,Woolworths Kings Meadow 7210,TAS,7249,0.2926,Solar,2024-11-18,2025-01-13,-41.4690796,147.1611718,Kings Meadows,Launceston City Council,Tasmania,7249.0,Australia,"Kings Meadows TAS 7249, Australia","Woolworths Kings Meadow 7210, Tasmania, Australia"
SRPVSAY5,CLAYTON CHURCH HOMES INC,SA,5113,0.1965,Solar,2024-12-11,2025-01-17,-30.0002315,136.2091547,,,South Australia,,Australia,"South Australia, Australia","CLAYTON CHURCH HOMES INC, South Australia, Australia"
SRPYNS57,Dalwood Children's Home,NSW,2092,0.2465,Solar,2024-12-19,2025-01-17,-32.6274801,151.4200826,Dalwood,Singleton Council,New South Wales,2335.0,Australia,"Dalwood NSW 2335, Australia","Dalwood Children's Home, New South Wales, Australia"
SRPVSAY1,Haighs Proprietary Limited,SA,5106,0.6265,Solar,2024-12-27,2025-01-17,-30.0002315,136.2091547,,,South Australia,,Australia,"South Australia, Australia","Haighs Proprietary Limited, South Australia, Australia"
SRPYNS56,Lindt & Sprungli (Australia) Pty Ltd,NSW,2765,1.0179,Solar,2024-12-17,2025-01-17,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","Lindt & Sprungli (Australia) Pty Ltd, New South Wales, Australia"
SRPVSAX9,Midfield Trading Solar W SGU,SA,5010,0.6443,Solar,2024-11-25,2025-01-17,-30.0002315,136.2091547,,,South Australia,,Australia,"South Australia, Australia","Midfield Trading Solar W SGU, South Australia, Australia"
SRPXVCG8,Wilandra Farms Clydebank,VIC,3851,0.155,Solar,2024-12-20,2025-01-17,-38.0413887,147.1644309,Clydebank,Wellington Shire,Victoria,3851.0,Australia,"83 Punt Ln, Clydebank VIC 3851, Australia","Wilandra Farms Clydebank, Victoria, Australia"
SRPYNS13,Balickera WPS,NSW,2324,3.1158,Solar,2024-11-05,2025-01-20,-32.660033,151.7971305,Balickera,Port Stephens Council,New South Wales,2324.0,Australia,"Balickera NSW 2324, Australia","Balickera WPS, New South Wales, Australia"
SRPVSAX0,The Creeks Pipeline Company Ltd,SA,5259,2.808,Solar,2024-12-01,2025-01-20,-35.2964192,139.0414808,Langhorne Creek,Alexandrina Council,South Australia,5255.0,Australia,"1507 Langhorne Creek Rd, Langhorne Creek SA 5255, Australia","The Creeks Pipeline Company Ltd, South Australia, Australia"
SRPVSAX2,Lai Industries,SA,5010,0.5445,Solar,2024-10-16,2025-01-23,-30.0002315,136.2091547,,,South Australia,,Australia,"South Australia, Australia","Lai Industries, South Australia, Australia"
SRPVSAY6,CLAYTON CHURCH HOMES INC,SA,5082,0.198,Solar,2024-12-11,2025-01-28,-30.0002315,136.2091547,,,South Australia,,Australia,"South Australia, Australia","CLAYTON CHURCH HOMES INC, South Australia, Australia"
SRPXVCP2,Kerang Solar Plant,VIC,3579,37.2874,Solar,2025-01-21,2025-01-28,-35.7350156,143.9202005,Kerang,Gannawarra Shire,Victoria,3579.0,Australia,"Kerang VIC 3579, Australia","Kerang Solar Plant, Victoria, Australia"
SRPVQLO6,Red Valley Farms,QLD,4871,0.3801,Solar,2024-11-11,2025-01-28,-15.8501908,144.8558809,Lakeland,Cook Shire,Queensland,4871.0,Australia,"Mulligan Hwy, Lakeland QLD 4871, Australia","Red Valley Farms, Queensland, Australia"
SRPVWAH2,Region Group Warnbro Central,WA,6169,0.5736,Solar,2024-11-21,2025-01-28,-32.3352786,115.759399,Warnbro,City of Rockingham,Western Australia,6169.0,Australia,"Warnbro WA 6169, Australia","Region Group Warnbro Central, Western Australia, Australia"
SRPXVCP4,Southern Steel,VIC,3175,0.2,Solar,2024-12-19,2025-01-28,-36.9847807,143.3906074,,,Victoria,,Australia,"Victoria, Australia","Southern Steel, Victoria, Australia"
SRPVSAY9,Southern Steel,SA,5095,0.2498,Solar,2024-12-19,2025-01-28,-35.1167257,138.4985418,Lonsdale,City of Onkaparinga,South Australia,5160.0,Australia,"69/71 O'Sullivan Beach Rd, Lonsdale SA 5160, Australia","Southern Steel, South Australia, Australia"
SRPVSAY7,CLAYTON CHURCH HOMES INC,SA,5072,0.2001,Solar,2024-12-11,2025-01-31,-30.0002315,136.2091547,,,South Australia,,Australia,"South Australia, Australia","CLAYTON CHURCH HOMES INC, South Australia, Australia"
SRPYNS53,AU186 Oakdale West 5B,NSW,2178,0.15,Solar,2024-12-16,2025-02-04,-34.0799357,150.5085739,Oakdale,Wollondilly Shire Council,New South Wales,2570.0,Australia,"Oakdale NSW 2570, Australia","AU186 Oakdale West 5B, New South Wales, Australia"
SRPVWAN2,Carosue,WA,6440,8.464,Solar,2024-12-24,2025-02-10,-30.1535719,122.3509579,Cundeelee,City of Kalgoorlie-Boulder,Western Australia,6434.0,Australia,"Kararri open cut Gold Mine WA, Cundeelee WA 6434, Australia","Carosue, Western Australia, Australia"
SRPVSAY8,Linfox Regency Park,SA,5010,0.7,Solar,2024-12-17,2025-02-10,-34.8556017,138.574467,Regency Park,City of Port Adelaide Enfield,South Australia,5010.0,Australia,"74 Gallipoli Dr, Regency Park SA 5010, Australia","Linfox Regency Park, South Australia, Australia"
SRPVWAN1,PWR Hybrid Cataby,WA,6507,9.558,Solar,2025-01-08,2025-02-10,-30.7358429,115.5402388,Cataby,Shire of Dandaragan,Western Australia,6507.0,Australia,"Cataby WA 6507, Australia","PWR Hybrid Cataby, Western Australia, Australia"
SRPYNS54,Blacktown Warehouse 1,NSW,2148,0.2,Solar,2024-12-17,2025-02-11,-33.7660982,150.9126927,Blacktown,City of Blacktown,New South Wales,2148.0,Australia,"Blacktown NSW 2148, Australia","Blacktown Warehouse 1, New South Wales, Australia"
SRPYNS55,Blacktown Warehouse 2,NSW,2148,0.2,Solar,2024-12-17,2025-02-11,-33.7660982,150.9126927,Blacktown,City of Blacktown,New South Wales,2148.0,Australia,"Blacktown NSW 2148, Australia","Blacktown Warehouse 2, New South Wales, Australia"
SRPVQLQ4,HCS,QLD,4014,0.438,Solar,2024-11-14,2025-02-11,-22.575197,144.0847926,,,Queensland,,Australia,"Queensland, Australia","HCS, Queensland, Australia"
SRPXQLF1,Intertek Townsville,QLD,4818,0.182,Solar,2024-10-18,2025-02-11,-19.2508005,146.7366226,Bohle,Townsville City,Queensland,4818.0,Australia,"9/23 Kelli St, Bohle QLD 4818, Australia","Intertek Townsville, Queensland, Australia"
SRPYNS65,ISLHD,NSW,2516,0.281,Solar,2025-01-13,2025-02-11,-34.4897544,150.8891201,Warrawong,Wollongong City Council,New South Wales,2505.0,Australia,"67-71 King Street District Executive Office Suite 2, Level 2, Warrawong NSW 2505, Australia","ISLHD, New South Wales, Australia"
SRPVWAN3,Region Group Treendale,WA,6233,0.34,Solar,2025-01-28,2025-02-11,-33.2767614,115.7249058,Australind,Shire of Harvey,Western Australia,6233.0,Australia,"Australind WA 6233, Australia","Region Group Treendale, Western Australia, Australia"
SRPYNS52,Woolworths DC Moorebank RDC 7950,NSW,2170,2.02,Solar,2024-12-12,2025-02-11,-33.9343989,150.9347027,Moorebank,Liverpool City Council,New South Wales,2170.0,Australia,"Moorebank NSW 2170, Australia","Woolworths DC Moorebank RDC 7950, New South Wales, Australia"
SRPYNS34,Bunnings Padstow,NSW,2211,0.28,Solar,2024-11-15,2025-02-19,-33.942003,151.035989,Padstow,Canterbury-Bankstown Council,New South Wales,2211.0,Australia,"88 Fairford Rd, Padstow NSW 2211, Australia","Bunnings Padstow, New South Wales, Australia"
SRPVSAX1,Five Star Seafoods,SA,5291,0.189,Solar,2024-10-14,2025-02-19,-38.0521157,140.7014793,Port Macdonnell,The District Council of Grant,South Australia,5291.0,Australia,"9/11 Standish St, Port Macdonnell SA 5291, Australia","Five Star Seafoods, South Australia, Australia"
SRPVSAW5,Morgan Sawmill,SA,5491,0.199,Solar,2024-08-13,2025-02-19,-33.2022303,138.5729349,Jamestown,Northern Areas Council,South Australia,5491.0,Australia,"4487 Wilkins Hwy, Jamestown SA 5491, Australia","Morgan Sawmill, South Australia, Australia"
SRPXQLG4,Northpoint Shopping Centre,QLD,4350,0.298,Solar,2024-12-16,2025-02-19,-27.5409914,151.9534338,Toowoomba City,Toowoomba Regional,Queensland,4350.0,Australia,"Cnr Ruthven &, Jones St, Toowoomba City QLD 4350, Australia","Northpoint Shopping Centre, Queensland, Australia"
SRPXQLH2,Ormeau,QLD,4208,0.659,Solar,2025-01-22,2025-02-19,-27.7861892,153.2591207,Ormeau,City of Gold Coast,Queensland,4208.0,Australia,"Ormeau QLD 4208, Australia","Ormeau, Queensland, Australia"
SRPYNS67,Symbion,NSW,2178,1.751,Solar,2025-01-31,2025-02-19,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","Symbion, New South Wales, Australia"
SRPYNS44,AFS Cadell Balranald,NSW,2715,4.827,Solar,2024-12-02,2025-02-21,-34.72095760000001,143.4989926,Balranald,Balranald Shire Council,New South Wales,2715.0,Australia,"Balranald NSW 2715, Australia","AFS Cadell Balranald, New South Wales, Australia"
SRPYNS62,AU544 Interlink Estate,NSW,2759,0.54,Solar,2024-12-29,2025-02-21,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","AU544 Interlink Estate, New South Wales, Australia"
SRPYNS77,BAE Williamtown,NSW,2318,0.416,Solar,2025-02-17,2025-02-21,-32.805961,151.837434,Williamtown,Port Stephens Council,New South Wales,2314.0,Australia,"Williamtown Dr, Williamtown NSW 2314, Australia","BAE Williamtown, New South Wales, Australia"
SRPYNS33,Bunnings Greenacre,NSW,2190,0.2,Solar,2024-11-15,2025-02-21,-33.90131909999999,151.0664275,Greenacre,Strathfield Municipal Council,New South Wales,2190.0,Australia,"Cnr Roberts Road &, Amarina Ave, Greenacre NSW 2190, Australia","Bunnings Greenacre, New South Wales, Australia"
SRPXQLG7,Caloundra NMI 31173199012,QLD,4551,0.228,Solar,2025-01-07,2025-02-21,-26.8043999,153.1254643,Caloundra,Sunshine Coast Regional,Queensland,4551.0,Australia,"Caloundra QLD 4551, Australia","Caloundra NMI 31173199012, Queensland, Australia"
SRPYNS68,HMC Capital Marsden Park,NSW,2765,0.24,Solar,2025-02-04,2025-02-21,-33.7121004,150.841952,Marsden Park,City of Blacktown,New South Wales,2765.0,Australia,"Marsden Park NSW 2765, Australia","HMC Capital Marsden Park, New South Wales, Australia"
SRPYNS69,HMC Glenmore Park Shopping Centre,NSW,2745,0.5,Solar,2025-02-06,2025-02-21,-33.7890704,150.668613,Glenmore Park,Penrith City Council,New South Wales,2745.0,Australia,"Glenmore Park Town Centre, Glenmore Park NSW 2745, Australia","HMC Glenmore Park Shopping Centre, New South Wales, Australia"
SRPVSAY3,Lambert Estate Wines Pty Ltd,SA,5353,0.223,Solar,2024-12-03,2025-02-21,-34.5140317,139.0357497,Angaston,The Barossa Council,South Australia,5353.0,Australia,"55 Long Gully Rd, Angaston SA 5353, Australia","Lambert Estate Wines Pty Ltd, South Australia, Australia"
SRPXVCI1,Martin Brower Dandenong,VIC,3175,0.625,Solar,2024-12-20,2025-02-21,-38.0052446,145.2457329,Dandenong,Greater Dandenong City,Victoria,3175.0,Australia,"81-97 Princes Hwy, Dandenong VIC 3175, Australia","Martin Brower Dandenong, Victoria, Australia"
SRPYNS50,Mt Annan Christian College,NSW,2567,0.22,Solar,2024-12-05,2025-02-21,-34.0487556,150.7760467,Mount Annan,Camden Council,New South Wales,2567.0,Australia,"347 Narellan Rd, Mount Annan NSW 2567, Australia","Mt Annan Christian College, New South Wales, Australia"
SRPYNS76,Scalabrini Chipping Norton,NSW,2170,0.335,Solar,2025-02-17,2025-02-21,-33.9222641,150.9515568,Chipping Norton,Liverpool City Council,New South Wales,2170.0,Australia,"199 Epsom Rd, Chipping Norton NSW 2170, Australia","Scalabrini Chipping Norton, New South Wales, Australia"
SRPXQLH1,Woolworths Darra 2695,QLD,4076,0.25,Solar,2025-01-20,2025-02-21,-27.5613337,152.9568256,Darra,Brisbane City,Queensland,4076.0,Australia,"Darra QLD 4076, Australia","Woolworths Darra 2695, Queensland, Australia"
SRPXQLH4,Woolworths Ingham 2723,QLD,4850,0.275,Solar,2025-02-04,2025-02-21,-18.6510538,146.1568444,Ingham,Hinchinbrook Shire,Queensland,4850.0,Australia,"Ingham QLD 4850, Australia","Woolworths Ingham 2723, Queensland, Australia"
SRPVSAZ1,Woolworths Seaford 5646,SA,5169,0.275,Solar,2025-02-04,2025-02-21,-35.1870338,138.4801681,Seaford,,South Australia,5169.0,Australia,"Seaford SA 5169, Australia","Woolworths Seaford 5646, South Australia, Australia"
SRPYNS28,MNCLHD Coffs Harbour Health Campus,NSW,2450,1.323,Solar,2024-11-18,2025-02-24,-30.3179835,153.0940034,Coffs Harbour,Coffs Harbour City Council,New South Wales,2450.0,Australia,"Coffs Harbour Hospital, 345 Pacific Hwy, Coffs Harbour NSW 2450, Australia","MNCLHD Coffs Harbour Health Campus, New South Wales, Australia"
SRPYNS61,Tip Top Chullora,NSW,2190,2.018,Solar,2024-12-20,2025-02-24,-33.8939895,151.0449829,Chullora,Canterbury-Bankstown Council,New South Wales,2190.0,Australia,"9 Muir Rd, Chullora NSW 2190, Australia","Tip Top Chullora, New South Wales, Australia"
SRPXQLC4,OZLEMFOODSWA,QLD,4207,0.443,Solar,2024-07-12,2025-03-05,-22.575197,144.0847926,,,Queensland,,Australia,"Queensland, Australia","OZLEMFOODSWA, Queensland, Australia"
SRPXVCP3,Somerville Gardens Care Community,VIC,3912,0.24,Solar,2024-12-16,2025-03-06,-38.224962,145.1669677,Somerville,Mornington Peninsula Shire,Victoria,3912.0,Australia,"22 Graf Rd, Somerville VIC 3912, Australia","Somerville Gardens Care Community, Victoria, Australia"
SRPXVCK5,Big W Mildura 560,VIC,3500,0.2,Solar,2025-02-25,2025-03-07,-34.2084827,142.1421312,Mildura,Mildura Rural City,Victoria,3500.0,Australia,"Fifteenth St, Mildura VIC 3500, Australia","Big W Mildura 560, Victoria, Australia"
SRPYNS73,Bunnings Maitland,NSW,2320,0.24,Solar,2025-02-14,2025-03-07,-32.725282,151.54119,Maitland,Maitland City Council,New South Wales,2320.0,Australia,"Cnr Bungaree St &, New England Hwy, Maitland NSW 2320, Australia","Bunnings Maitland, New South Wales, Australia"
SRPYNS41,Clean Peak Energy,NSW,2580,0.288,Solar,2024-12-17,2025-03-07,-33.8363771,151.2077989,North Sydney,North Sydney Council,New South Wales,2060.0,Australia,"21/201 Miller St, North Sydney NSW 2060, Australia","Clean Peak Energy, New South Wales, Australia"
SRPYNS71,Covenant Christian School,NSW,2085,0.181,Solar,2025-02-11,2025-03-07,-33.7141672,151.21495,Belrose,Northern Beaches Council,New South Wales,2085.0,Australia,"212 Forest Way, Belrose NSW 2085, Australia","Covenant Christian School, New South Wales, Australia"
SRPYNS70,EWH Food Services Kingsgrove,NSW,2208,0.325,Solar,2025-02-11,2025-03-07,-33.944212,151.0928129,Kingsgrove,Georges River Council,New South Wales,2208.0,Australia,"119 Vanessa St, Kingsgrove NSW 2208, Australia","EWH Food Services Kingsgrove, New South Wales, Australia"
SRPXQLH7,Frasers Woolworths Liquor Warehouse,QLD,4207,0.501,Solar,2025-02-14,2025-03-07,-22.575197,144.0847926,,,Queensland,,Australia,"Queensland, Australia","Frasers Woolworths Liquor Warehouse, Queensland, Australia"
SRPYNS75,"Scalabrini ""The Village"" Drummoyne",NSW,2047,0.235,Solar,2025-02-17,2025-03-07,-33.8577411,151.1472001,Drummoyne,City of Canada Bay Council,New South Wales,2047.0,Australia,"5 Mary St, Drummoyne NSW 2047, Australia","Scalabrini ""The Village"" Drummoyne, New South Wales, Australia"
SRPXNSX6,Woolworths Katoomba 1787,NSW,2780,0.275,Solar,2025-02-19,2025-03-07,-33.7124469,150.3117701,Katoomba,Blue Mountains City Council,New South Wales,2780.0,Australia,"Katoomba NSW 2780, Australia","Woolworths Katoomba 1787, New South Wales, Australia"
SRPXQLE1,Agile Energy,QLD,4208,0.2,Solar,2025-03-01,2025-03-17,-22.575197,144.0847926,,,Queensland,,Australia,"Queensland, Australia","Agile Energy, Queensland, Australia"
SRPXVCP0,Aussie Pride Produce,VIC,3634,0.148,Solar,2024-10-28,2025-03-17,-36.2712003,145.432345,Tallygaroopna,Greater Shepparton City,Victoria,3634.0,Australia,"1300 Goulburn Valley Hwy, Tallygaroopna VIC 3634, Australia","Aussie Pride Produce, Victoria, Australia"
SRPXVCO5,Campari,VIC,3026,0.65,Solar,2024-10-03,2025-03-17,-36.9847807,143.3906074,,,Victoria,,Australia,"Victoria, Australia","Campari, Victoria, Australia"
SRPVSAW7,Chep Pallets,SA,5110,0.252,Solar,2024-09-13,2025-03-17,-30.0002315,136.2091547,,,South Australia,,Australia,"South Australia, Australia","Chep Pallets, South Australia, Australia"
SRPXQLF6,"Heidke St, Avoca",QLD,4670,0.198,Solar,2024-10-30,2025-03-17,-24.886416,152.3194594,Avoca,Bundaberg Regional,Queensland,4670.0,Australia,"Heidke St, Avoca QLD 4670, Australia","Heidke St, Avoca, Queensland, Australia"
SRPYNS82,HNELHD Tamworth,NSW,2340,1.063,Solar,2025-02-26,2025-03-17,-31.09003839999999,150.9293323,Tamworth,Tamworth Regional Council,New South Wales,2340.0,Australia,"Tamworth NSW 2340, Australia","HNELHD Tamworth, New South Wales, Australia"
SRPYNS79,ISLHD Shoalhaven Hospital,NSW,2541,0.5,Solar,2025-02-17,2025-03-17,-35.0810677,150.4892292,,Shoalhaven City Council,New South Wales,,Australia,"Shoalhaven City Council, NSW, Australia","ISLHD Shoalhaven Hospital, New South Wales, Australia"
SRPYNS60,Kingspan Insulated Panels Pty Limited,NSW,2760,0.16,Solar,2024-12-20,2025-03-17,-33.7417031,150.7677957,Saint Marys,Penrith City Council,New South Wales,2760.0,Australia,"38-52 Dunheved Cct, St Marys NSW 2760, Australia","Kingspan Insulated Panels Pty Limited, New South Wales, Australia"
SRPXQLE5,Ornatas Tasmanian Lobster Hatchery,QLD,4816,0.158,Solar,2024-09-30,2025-03-17,-22.575197,144.0847926,,,Queensland,,Australia,"Queensland, Australia","Ornatas Tasmanian Lobster Hatchery, Queensland, Australia"
WD00SA24,Goyder South Wind Farm 1B,SA,5417,195.693,Wind,2024-11-11,2025-03-27,-34.0537842,138.1995591,,Wakefield Regional Council,South Australia,,Australia,"Goyder, SA, Australia","Goyder South Wind Farm 1B, South Australia, Australia"
SRPYNS08,Agile Energy,NSW,2250,0.348,Solar,2024-10-01,2025-03-31,-33.8666739,151.2096645,Sydney,Council of the City of Sydney,New South Wales,2000.0,Australia,"Level 16/9 Castlereagh St, Sydney NSW 2000, Australia","Agile Energy, New South Wales, Australia"
SRPVWAL0,ATCO Gas Australia Jandakot Microgrid,WA,6164,0.301,Solar,2021-03-12,2025-03-31,-32.1144409,115.8585662,Jandakot,City of Cockburn,Western Australia,6164.0,Australia,"81 Prinsep Rd, Jandakot WA 6164, Australia","ATCO Gas Australia Jandakot Microgrid, Western Australia, Australia"
SRPXQLH8,Caloundra NMI 3117361486,QLD,4551,0.348,Solar,2025-03-03,2025-03-31,-26.8043999,153.1254643,Caloundra,Sunshine Coast Regional,Queensland,4551,Australia,"Caloundra QLD 4551, Australia","Caloundra NMI 3117361486, Queensland, Australia"
SRPVWAM6,City of Stirling (Administration Centre) – Solar w SGU,WA,6021,0.47,Solar,2024-12-04,2025-03-31,-31.89062779999999,115.816684,,City of Stirling,Western Australia,,Australia,"Stirling, WA, Australia","City of Stirling (Administration Centre) – Solar w SGU, Western Australia, Australia"
SRPVNSY6,Concord Hospital,NSW,2138,0.314,Solar,2024-11-04,2025-03-31,-33.8371192,151.0941647,Concord,City of Canada Bay Council,New South Wales,2139.0,Australia,"Hospital Rd, Concord NSW 2139, Australia","Concord Hospital, New South Wales, Australia"
SRPXQLG1,CQFMS,QLD,4740,0.307,Solar,2024-11-29,2025-03-31,-22.575197,144.0847926,,,Queensland,,Australia,"Queensland, Australia","CQFMS, Queensland, Australia"
SRPYNS84,Mirvac Switchyards Building 2,NSW,2144,0.2,Solar,2025-03-05,2025-03-31,-33.86255,151.207935,Sydney,Council of the City of Sydney,New South Wales,2000.0,Australia,"Level 28/200 George St, Sydney NSW 2000, Australia","Mirvac Switchyards Building 2, New South Wales, Australia"
SRPVSAW3,Seaford Central,SA,5169,0.465,Solar,2025-02-05,2025-03-31,-35.1892961,138.4791679,Seaford,City of Onkaparinga,South Australia,5169.0,Australia,"108 Commercial Rd, Seaford SA 5169, Australia","Seaford Central, South Australia, Australia"
SRPXQLG6,Stockland Rockhampton Shopping Centre,QLD,4701,2.673,Solar,2025-01-16,2025-03-31,-23.3544543,150.5224655,Park Avenue,Rockhampton Regional,Queensland,4701.0,Australia,"120-331 Yaamba Rd, Park Avenue QLD 4701, Australia","Stockland Rockhampton Shopping Centre, Queensland, Australia"
SRPXQLE0,The Good Shepherd Home,QLD,4814,0.314,Solar,2025-02-27,2025-03-31,-19.3099296,146.7633243,Annandale,Townsville City,Queensland,4814.0,Australia,"Good Shepherd Nursing Home, 565 University Rd, Annandale QLD 4814, Australia","The Good Shepherd Home, Queensland, Australia"
SRPXVCI5,Waverley Valley Care Community,VIC,3150,0.15,Solar,2025-02-19,2025-03-31,-37.869459,145.1589778,Glen Waverley,City of Monash,Victoria,3150.0,Australia,"29-33 Chesterville Rd, Glen Waverley VIC 3150, Australia","Waverley Valley Care Community, Victoria, Australia"
SRPYNS81,B&J Greenacre,NSW,2190,0.4,Solar,2025-02-28,2025-04-01,-33.9041635,151.072249,Greenacre,Strathfield Municipal Council,New South Wales,2190.0,Australia,"43 Wentworth St, Greenacre NSW 2190, Australia","B&J Greenacre, New South Wales, Australia"
SRPYNS32,Bunnings Eastgardens,NSW,2036,0.34,Solar,2024-11-15,2025-04-01,-33.9491679,151.2247949,Hillsdale,Bayside Council,New South Wales,2036.0,Australia,"140-148 Denison St, Hillsdale NSW 2036, Australia","Bunnings Eastgardens, New South Wales, Australia"
SRPXVCQ1,CH3059 Midwest Logistics Hub (INGH1),VIC,3029,1.0,Solar,2025-03-11,2025-04-01,-37.822881,144.7534421,Truganina,Wyndham City,Victoria,3029.0,Australia,"500 Dohertys Rd, Truganina VIC 3029, Australia","CH3059 Midwest Logistics Hub (INGH1), Victoria, Australia"
SRPXVCK3,"Macaulay Rd, Kensington",VIC,3031,0.198,Solar,2025-03-05,2025-04-01,-37.794511,144.9307387,Kensington,Melbourne City,Victoria,3031.0,Australia,"Macaulay Rd, Kensington VIC 3031, Australia","Macaulay Rd, Kensington, Victoria, Australia"
