Accreditation code,Power station name,State,Postcode,Installed capacity (MW),Fuel Source (s),Accreditation start date,Approval date,lat,lng,lga,city,state_std,postcode,country,formatted_address,query_used
SRPYNSC2,Macathur Square,NSW,2560,4.542,Solar,2025-05-22,2025-06-27,-34.0748527,150.7979477,Campbelltown,City of Campbelltown,New South Wales,2560.0,Australia,"200 Gilchrist Dr, Campbelltown NSW 2560, Australia","Macathur Square, New South Wales, Australia"
SRPYNSB5,Powerhouse Museum,NSW,2154,0.801,Solar,2025-05-14,2025-06-27,-33.878518,151.1995418,Ultimo,Council of the City of Sydney,New South Wales,2007.0,Australia,"500 Harris St, Ultimo NSW 2007, Australia","Powerhouse Museum, New South Wales, Australia"
SRPVWAL5,Region Group Kwinana 1,WA,6167,1.191,Solar,2025-03-06,2025-06-27,-32.2320792,115.7787256,Kwinana Beach,City of Kwinana,Western Australia,6167.0,Australia,"Kwinana Beach WA 6167, Australia","Region Group Kwinana 1, Western Australia, Australia"
SRPYNS98,Riverwood CCP,NSW,2210,0.126,Solar,2025-04-23,2025-06-27,-33.94538,151.0534022,Riverwood,,New South Wales,2210.0,Australia,"Riverwood NSW 2210, Australia","Riverwood CCP, New South Wales, Australia"
SRPYNSD2,Sydney City Toyota Waterloo,NSW,2017,0.454,Solar,2025-06-11,2025-06-27,-33.8998657,151.2108116,Waterloo,Council of the City of Sydney,New South Wales,2017.0,Australia,"824 Bourke St, Waterloo NSW 2017, Australia","Sydney City Toyota Waterloo, New South Wales, Australia"
SRPXVCQ7,Timberjack 10 International Square,VIC,3043,0.236,Solar,2025-04-07,2025-06-27,-37.6950384,144.8696538,Tullamarine,Hume City,Victoria,3043.0,Australia,"10 International Square, Tullamarine VIC 3043, Australia","Timberjack 10 International Square, Victoria, Australia"
SRPXVCQ8,Timberjack 11 International Square,VIC,3043,0.173,Solar,2025-04-07,2025-06-27,-37.6950519,144.8706294,Tullamarine,Hume City,Victoria,3043.0,Australia,"11 International Square, Tullamarine VIC 3043, Australia","Timberjack 11 International Square, Victoria, Australia"
SRPXVCQ6,Timberjack Bliss Court Derrimut,VIC,3026,0.62,Solar,2025-04-07,2025-06-27,-37.8022288,144.7811265,Derrimut,Brimbank City,Victoria,3026.0,Australia,"Bliss Ct, Derrimut VIC 3026, Australia","Timberjack Bliss Court Derrimut, Victoria, Australia"
SRPXVCR3,Uppal Produce,VIC,3616,0.15,Solar,2025-05-14,2025-06-27,-36.4459892,145.2917087,Tatura East,Greater Shepparton City,Victoria,3616.0,Australia,"470 Downer Rd, Tatura East VIC 3616, Australia","Uppal Produce, Victoria, Australia"
SRPXQLH9,Koorelah Farms,QLD,4805,0.406,Solar,2025-03-03,2025-06-30,-19.9871737,148.2173483,Bowen,Whitsunday Regional,Queensland,4805.0,Australia,"37 Inveroona Rd, Bowen QLD 4805, Australia","Koorelah Farms, Queensland, Australia"
SRPYNSC9,Woolworths Norwest Circa 1422,NSW,2153,0.3,Solar,2025-06-03,2025-06-30,-33.7316522,150.9665906,Norwest,The Hills Shire Council,New South Wales,2153.0,Australia,"Norwest NSW 2153, Australia","Woolworths Norwest Circa 1422, New South Wales, Australia"
SRPVWAN9,Ashburton Aboriginal Corporation,WA,6751,0.727,Solar,2025-05-01,2025-07-01,-31.98041649999999,115.9597801,Kewdale,City of Belmont,Western Australia,6105.0,Australia,"unit 8/524 Abernethy Rd, Kewdale WA 6105, Australia","Ashburton Aboriginal Corporation, Western Australia, Australia"
SRPXVCS0,Bunnings Nunawading,VIC,3131,0.26,Solar,2025-06-17,2025-07-01,-37.8192782,145.1668845,Nunawading,Whitehorse City,Victoria,3131.0,Australia,"250 Whitehorse Rd, Nunawading VIC 3131, Australia","Bunnings Nunawading, Victoria, Australia"
BEBGNS40,Eastern Creek,NSW,2766,4.268,Landfill Gas,2025-05-22,2025-07-01,-33.8102184,150.85064,Eastern Creek,City of Blacktown,New South Wales,2766.0,Australia,"Eastern Creek NSW 2766, Australia","Eastern Creek, New South Wales, Australia"
SRPYNSC0,Gunnedah 2A Solar Farm,NSW,2380,6.048,Solar,2025-05-21,2025-07-01,-30.97943189999999,150.2565037,Gunnedah,Gunnedah Shire Council,New South Wales,2380.0,Australia,"Gunnedah NSW 2380, Australia","Gunnedah 2A Solar Farm, New South Wales, Australia"
SRPXQLK3,Hemmant 1+3 Lineage Logistics,QLD,4174,1.518,Solar,2025-06-03,2025-07-01,-27.4455473,153.1258815,Hemmant,Brisbane City,Queensland,,Australia,"Hemmant QLD, Australia","Hemmant 1+3 Lineage Logistics, Queensland, Australia"
SRPYNSD4,Raymond Terrace,NSW,2324,0.222,Solar,2025-06-12,2025-07-01,-32.7573408,151.748173,Raymond Terrace,Port Stephens Council,New South Wales,2324.0,Australia,"Raymond Terrace NSW 2324, Australia","Raymond Terrace, New South Wales, Australia"
SRPYNSC8,Scalabrini Griffith,NSW,2680,0.22,Solar,2025-06-03,2025-07-01,-34.3007412,146.0772835,Griffith,Griffith City Council,New South Wales,2680.0,Australia,"650 Oakes Rd Yoogali via, Griffith NSW 2680, Australia","Scalabrini Griffith, New South Wales, Australia"
WD00QL10,Wambo Wind Farm Stage 1,QLD,4410,252.0,Wind,2025-06-11,2025-07-01,-26.6361785,151.2697887,Diamondy,Western Downs Regional,Queensland,4410.0,Australia,"Diamondy QLD 4410, Australia","Wambo Wind Farm Stage 1, Queensland, Australia"
SRPYNSD3,Woolworths Merimbula 1250,NSW,2548,0.366,Solar,2025-06-16,2025-07-01,-36.8880702,149.9062981,Merimbula,Bega Valley Shire Council,New South Wales,2548.0,Australia,"Merimbula NSW 2548, Australia","Woolworths Merimbula 1250, New South Wales, Australia"
SRPXSA04,SH LEASEHOLD PTY LTD,SA,5096,0.198,Solar,2025-06-20,2025-07-02,-30.0002315,136.2091547,,,South Australia,,Australia,"South Australia, Australia","SH LEASEHOLD PTY LTD, South Australia, Australia"
SRPYNS87,GPE_DB Santasalo,NSW,2516,0.532,Solar,2025-03-20,2025-07-03,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","GPE_DB Santasalo, New South Wales, Australia"
BEBMWA04,Kwinana WTE,WA,6167,42.0,Biomass-Based Components of Municipal Solid Waste,2025-03-27,2025-07-03,-32.2320792,115.7787256,Kwinana Beach,City of Kwinana,Western Australia,6167.0,Australia,"Kwinana Beach WA 6167, Australia","Kwinana WTE, Western Australia, Australia"
SRPYNSB4,Murrumbidgee,NSW,2716,7.125,Solar,2025-05-16,2025-07-03,-34.6513496,145.7578403,,Murrumbidgee Council,New South Wales,,Australia,"Murrumbidgee, NSW, Australia","Murrumbidgee, New South Wales, Australia"
SRPYNSD5,PCCS,NSW,2486,0.18,Solar,2025-06-12,2025-07-03,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","PCCS, New South Wales, Australia"
SRPVWAO0,Region Group Kwinana 2,WA,6167,1.19,Solar,2025-03-06,2025-07-03,-32.2320792,115.7787256,Kwinana Beach,City of Kwinana,Western Australia,6167.0,Australia,"Kwinana Beach WA 6167, Australia","Region Group Kwinana 2, Western Australia, Australia"
SRPXVCS6,Bunnings Mentone,VIC,3194,0.18,Solar,2025-06-25,2025-07-09,-37.976882,145.069535,Mentone,City of Kingston,Victoria,3194.0,Australia,"23-27 Nepean Hwy, Mentone VIC 3194, Australia","Bunnings Mentone, Victoria, Australia"
SRPYNSF1,Equinex SY9,NSW,2142,0.49,Solar,2025-06-23,2025-07-09,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","Equinex SY9, New South Wales, Australia"
SRPXVCS4,HomeCo Braybrook,VIC,3019,0.14,Solar,2025-06-23,2025-07-09,-37.7781337,144.8509028,Braybrook,Maribyrnong City,Victoria,3019.0,Australia,"330 Ballarat Rd, Braybrook VIC 3019, Australia","HomeCo Braybrook, Victoria, Australia"
SRPXQLK7,HomeCo Bundall,QLD,4217,0.33,Solar,2025-06-23,2025-07-09,-28.0053912,153.412885,Bundall,City of Gold Coast,Queensland,4217.0,Australia,"100 Bundall Rd, Bundall QLD 4217, Australia","HomeCo Bundall, Queensland, Australia"
SRPXQLL0,Bunnings Lawnton,QLD,4501,0.16,Solar,2025-06-26,2025-07-10,-27.288078,152.9853359,Lawnton,City of Moreton Bay,Queensland,4501.0,Australia,"727 Gympie Rd, Lawnton QLD 4501, Australia","Bunnings Lawnton, Queensland, Australia"
SRPXQLJ8,Omya Bajool,QLD,4699,0.546,Solar,2025-05-09,2025-07-10,-23.8102576,150.6475451,Bajool,Rockhampton Regional,Queensland,4699.0,Australia,"1911 S Ulam Rd, Bajool QLD 4699, Australia","Omya Bajool, Queensland, Australia"
SRPYNSD7,Bunnings Alexandria,NSW,2015,0.456,Solar,2025-06-20,2025-07-14,-33.9057744,151.1936904,Alexandria,Council of the City of Sydney,New South Wales,2015.0,Australia,"8/40 Euston Rd, Alexandria NSW 2015, Australia","Bunnings Alexandria, New South Wales, Australia"
SRPYNSD1,"Chisholm Rd, Auburn",NSW,2144,0.207,Solar,2025-06-06,2025-07-14,-33.8637456,151.0185357,Auburn,,New South Wales,2144.0,Australia,"Chisholm Rd, Auburn NSW 2144, Australia","Chisholm Rd, Auburn, New South Wales, Australia"
SRPXQLK9,Hillwood Berries,QLD,4670,0.268,Solar,2025-06-16,2025-07-14,-24.745633,152.158959,Avondale,Bundaberg Regional,Queensland,4670.0,Australia,"225/239 Avondale Rd, Avondale QLD 4670, Australia","Hillwood Berries, Queensland, Australia"
SRPXVCS9,Bunnings Hoppers Crossing,VIC,3029,0.18,Solar,2025-06-30,2025-07-17,-37.875053,144.7132612,Hoppers Crossing,Wyndham City,Victoria,3029.0,Australia,"221-231 Old Geelong Rd, Hoppers Crossing VIC 3029, Australia","Bunnings Hoppers Crossing, Victoria, Australia"
SRPYNSC7,Energy Bay,NSW,2179,0.439,Solar,2025-05-29,2025-07-17,-33.8658285,151.2122067,Sydney,Council of the City of Sydney,New South Wales,2000.0,Australia,"Level 16/167 Macquarie St, Sydney NSW 2000, Australia","Energy Bay, New South Wales, Australia"
SRPXVCT1,GPE SURYA ENTERPRISES GOLD COAST,VIC,3925,0.199,Solar,2025-07-02,2025-07-17,-27.9769248,153.380936,Gold Coast,,Queensland,,Australia,"Gold Coast QLD, Australia","GPE SURYA ENTERPRISES GOLD COAST, Victoria, Australia"
SRPXVCH2,Greentech 7 Solar Farm & BESS,VIC,3380,8.507,Solar,2025-02-12,2025-07-17,-36.9847807,143.3906074,,,Victoria,,Australia,"Victoria, Australia","Greentech 7 Solar Farm & BESS, Victoria, Australia"
SRPXVCR9,Minter Magic Packing Shed Iraak,VIC,3494,0.2,Solar,2025-05-27,2025-07-17,-34.4119394,142.3077203,Iraak,Mildura Rural City,Victoria,3494.0,Australia,"45 Hards Ln, Iraak VIC 3494, Australia","Minter Magic Packing Shed Iraak, Victoria, Australia"
SRPYNSF4,Seventh,NSW,2147,0.154,Solar,2025-06-30,2025-07-17,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","Seventh, New South Wales, Australia"
SRPVWAO4,Treeby Parklands Care Community,WA,6164,0.23,Solar,2025-07-02,2025-07-17,-32.1217002,115.8786468,Treeby,City of Cockburn,Western Australia,6164.0,Australia,"5 Abelia Rd, Treeby WA 6164, Australia","Treeby Parklands Care Community, Western Australia, Australia"
SRPXVCT0,Western Port Bay Care Community,VIC,3913,0.2,Solar,2025-07-01,2025-07-17,-38.263925,145.193554,Tyabb,Mornington Peninsula Shire,Victoria,3913.0,Australia,"30 The Crescent, Tyabb VIC 3913, Australia","Western Port Bay Care Community, Victoria, Australia"
SRPXVCS8,Bunnings Ballarat,VIC,3350,0.18,Solar,2025-06-26,2025-07-18,-37.5515143,143.8526854,Ballarat Central,City of Ballarat,Victoria,3350.0,Australia,"306/312 Creswick Rd, Ballarat Central VIC 3350, Australia","Bunnings Ballarat, Victoria, Australia"
SRPYNSD9,Goodman AU702 Axle West,NSW,2766,0.655,Solar,2025-06-20,2025-07-18,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","Goodman AU702 Axle West, New South Wales, Australia"
SRPXQLK4,Pillow Talk Darra – Solar wSGU – Qld,QLD,4076,0.4,Solar,2025-06-10,2025-07-18,-27.5644875,152.9621083,Darra,Brisbane City,Queensland,4076.0,Australia,"25 Kiln St, Darra QLD 4076, Australia","Pillow Talk Darra – Solar wSGU – Qld, Queensland, Australia"
SRPVWAO5,SOC Osborne Park,WA,6017,0.3,Solar,2025-07-07,2025-07-18,-31.903217,115.8185354,Osborne Park,City of Stirling,Western Australia,6017.0,Australia,"Osborne Park WA 6017, Australia","SOC Osborne Park, Western Australia, Australia"
SRPYNS49,Temora 1C Solar Farm,NSW,2666,6.121,Solar,2025-03-20,2025-07-18,-34.4468114,147.533896,Temora,Temora Shire Council,New South Wales,2666.0,Australia,"Temora NSW 2666, Australia","Temora 1C Solar Farm, New South Wales, Australia"
SRPXQLL6,Harvey Norman Maroochydore Homemaker,QLD,4558,0.454,Solar,2025-07-11,2025-07-21,-26.6604162,153.0839286,Maroochydore,Sunshine Coast Regional,Queensland,4558.0,Australia,"55 Maroochy Blvd, Maroochydore QLD 4558, Australia","Harvey Norman Maroochydore Homemaker, Queensland, Australia"
SRPVTA27,Spreyton,TAS,7310,0.174,Solar,2025-07-08,2025-07-21,-41.2175876,146.3450276,Spreyton,,Tasmania,7310.0,Australia,"Spreyton TAS 7310, Australia","Spreyton, Tasmania, Australia"
SRPYNSA2,AU254 M7 BH,NSW,2766,0.438,Solar,2025-05-09,2025-07-23,-33.8378399,150.8562268,,,New South Wales,,Australia,"M7, New South Wales, Australia","AU254 M7 BH, New South Wales, Australia"
SRPXQLL2,House Power North Maroochydore Homemaker,QLD,4558,0.203,Solar,2025-07-11,2025-07-23,-26.4786425637165,152.9522215223456,,Sunshine Coast Regional,Queensland,,Australia,"North Maroochy River, Queensland, Australia","House Power North Maroochydore Homemaker, Queensland, Australia"
SRPXQLL3,House Power South Maroochydore Homemaker,QLD,4558,0.187,Solar,2025-07-11,2025-07-23,-26.6602963,153.0837537,Maroochydore,Sunshine Coast Regional,Queensland,4558.0,Australia,"Level 1/55 Maroochy Blvd, Maroochydore QLD 4558, Australia","House Power South Maroochydore Homemaker, Queensland, Australia"
SRPYNS80,Culcairn Solar Farm,NSW,2660,439.869,Solar,2025-06-26,2025-07-25,-35.7095923,146.9817606,Culcairn,Greater Hume Shire Council,New South Wales,2660.0,Australia,"Weeamera Rd, Culcairn NSW 2660, Australia","Culcairn Solar Farm, New South Wales, Australia"
SRPXQLL5,Domayne Maroochydore Homemaker,QLD,4558,0.203,Solar,2025-07-11,2025-07-25,-26.6602963,153.0837537,Maroochydore,Sunshine Coast Regional,Queensland,4558.0,Australia,"11, 14/11/55 Maroochy Blvd, Maroochydore QLD 4558, Australia","Domayne Maroochydore Homemaker, Queensland, Australia"
SRPXVCS2,GRAC,VIC,3844,0.305,Solar,2025-06-25,2025-07-25,-38.1949119,146.5324249,Traralgon,Latrobe City,Victoria,3844.0,Australia,"49 Breed St, Traralgon VIC 3844, Australia","GRAC, Victoria, Australia"
SRPXVCR8,Greenlink 6,VIC,3977,0.439,Solar,2025-06-06,2025-07-25,-36.9847807,143.3906074,,,Victoria,,Australia,"Victoria, Australia","Greenlink 6, Victoria, Australia"
SRPXVCR5,HomeCo Hawthorn East,VIC,3123,0.2,Solar,2025-05-26,2025-07-25,-37.8456763,145.0418097,Hawthorn East,Boroondara City,Victoria,3123.0,Australia,"742 Toorak Rd, Hawthorn East VIC 3123, Australia","HomeCo Hawthorn East, Victoria, Australia"
SRPXQLL4,Joyce Mayne Maroochydore Homemaker,QLD,4558,0.187,Solar,2025-07-11,2025-07-25,-26.6602963,153.0837537,Maroochydore,Sunshine Coast Regional,Queensland,4558.0,Australia,"Level 1/55 Maroochy Blvd, Maroochydore QLD 4558, Australia","Joyce Mayne Maroochydore Homemaker, Queensland, Australia"
SRPVSAZ9,Morgan Sawmill Dublin,SA,5501,0.705,Solar,2025-05-12,2025-07-25,-34.4756096,138.391561,Dublin,Adelaide Plains Council,South Australia,5501.0,Australia,"108 Carslake Rd, Dublin SA 5501, Australia","Morgan Sawmill Dublin, South Australia, Australia"
SRPXVCS5,Nhill Renewable Energy Facility,VIC,3418,6.512,Solar,2025-07-03,2025-07-25,-36.33278,141.6503408,Nhill,Hindmarsh Shire,Victoria,3418.0,Australia,"Nhill VIC 3418, Australia","Nhill Renewable Energy Facility, Victoria, Australia"
SRPYNSF5,Woolworths Eagle Vale 1091,NSW,2558,0.338,Solar,2025-07-08,2025-07-25,-34.0386678,150.8131919,Eagle Vale,City of Campbelltown,New South Wales,2558.0,Australia,"Eagle Vale NSW 2558, Australia","Woolworths Eagle Vale 1091, New South Wales, Australia"
SRPXSA06,Greenacres Joint Venture,SA,5086,0.245,Solar,2025-07-09,2025-07-31,-34.8695296,138.6278607,Greenacres,City of Port Adelaide Enfield,South Australia,5086.0,Australia,"Greenacres SA 5086, Australia","Greenacres Joint Venture, South Australia, Australia"
SRPYNSC3,Moorebank,NSW,2170,1.731,Solar,2025-05-23,2025-07-31,-33.9343989,150.9347027,Moorebank,Liverpool City Council,New South Wales,2170.0,Australia,"Moorebank NSW 2170, Australia","Moorebank, New South Wales, Australia"
SRPYNSF3,Redmud Green Energy 197 Pty Ltd,NSW,2386,6.519,Solar,2025-07-15,2025-07-31,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","Redmud Green Energy 197 Pty Ltd, New South Wales, Australia"
SRPYNSE0,Stanhope Leisure Centre,NSW,2768,0.35,Solar,2025-07-25,2025-07-31,-33.7195019,150.9213557,Stanhope Gardens,City of Blacktown,New South Wales,2768.0,Australia,"Stanhope Pkwy &, Sentry Dr, Stanhope Gardens NSW 2768, Australia","Stanhope Leisure Centre, New South Wales, Australia"
SRPVTA26,UA Mornington,TAS,7018,0.21,Solar,2025-06-24,2025-07-31,-42.85833299999999,147.403889,Mornington,Clarence City Council,Tasmania,7018.0,Australia,"Mornington TAS 7018, Australia","UA Mornington, Tasmania, Australia"
SRPXVCT3,Harvey Norman Warragul,VIC,3820,0.336,Solar,2025-07-18,2025-08-01,-38.1673098,145.9510755,Warragul,Baw Baw Shire,Victoria,3820.0,Australia,"219 Queen St, Warragul VIC 3820, Australia","Harvey Norman Warragul, Victoria, Australia"
SRPYNSD8,Goodman AU079 Greystanes Laminex,NSW,2145,0.4,Solar,2025-06-20,2025-08-04,-33.8244561,150.9488196,Greystanes,Cumberland City Council,New South Wales,2145.0,Australia,"Greystanes NSW 2145, Australia","Goodman AU079 Greystanes Laminex, New South Wales, Australia"
SRPXQLL1,DW Coomera,QLD,4209,0.709,Solar,2025-07-02,2025-08-05,-27.846439,153.343953,Coomera,City of Gold Coast,Queensland,,Australia,"Coomera QLD, Australia","DW Coomera, Queensland, Australia"
SRPXQLK6,Mackay Christian College Senior Campus,QLD,4740,0.29,Solar,2025-06-23,2025-08-05,-21.1424956,149.1821469,Mackay,,Queensland,,Australia,"Mackay QLD, Australia","Mackay Christian College Senior Campus, Queensland, Australia"
SRPYNSF7,Team Medical Supplies,NSW,2147,0.207,Solar,2025-07-10,2025-08-05,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","Team Medical Supplies, New South Wales, Australia"
SRPXQLM0,Americold Hemmant 3,QLD,4174,0.524,Solar,2025-07-28,2025-08-07,-27.4445601,153.1170123,Hemmant,Brisbane City,Queensland,4174.0,Australia,"1217 Lytton Rd, Hemmant QLD 4174, Australia","Americold Hemmant 3, Queensland, Australia"
SRPXQLL7,Brothers Sports Club,QLD,4670,0.292,Solar,2025-07-08,2025-08-07,-24.89116,152.3189313,Kensington,Bundaberg Regional,Queensland,4670.0,Australia,"130 Takalvan St, Kensington QLD 4670, Australia","Brothers Sports Club, Queensland, Australia"
SRPYNS96,Dungog WTP,NSW,2420,0.301,Solar,2025-07-08,2025-08-08,-32.4087375,151.7419586,Dungog,Dungog Shire Council,New South Wales,2420.0,Australia,"65 Short St, Dungog NSW 2420, Australia","Dungog WTP, New South Wales, Australia"
SRPYNSB9,Wollongong WRRF,NSW,2505,0.246,Solar,2025-05-23,2025-08-08,-34.4846167,150.8866852,Warrawong,Wollongong City Council,New South Wales,2502.0,Australia,"9 Greene St, Warrawong NSW 2502, Australia","Wollongong WRRF, New South Wales, Australia"
SRPYNSF6,Canally Microgrid,NSW,2715,6.567,Solar,2025-08-04,2025-08-14,-34.734699,143.352402,Balranald,Balranald Shire Council,New South Wales,2715.0,Australia,"Canally, Balranald NSW 2715, Australia","Canally Microgrid, New South Wales, Australia"
SRPYNSE4,Coffs Harbour Grange Care Community,NSW,2450,0.189,Solar,2025-07-29,2025-08-14,-30.3063396,153.0924204,Coffs Harbour,Coffs Harbour City Council,New South Wales,2450.0,Australia,"50 Lakes Dr, Coffs Harbour NSW 2450, Australia","Coffs Harbour Grange Care Community, New South Wales, Australia"
SRPXSA03,Munno Para Foodland,SA,5114,1.18,Solar,2025-06-18,2025-08-14,-34.68780539999999,138.687965,Smithfield,City of Playford,South Australia,5114.0,Australia,"600 Main N Rd, Smithfield SA 5114, Australia","Munno Para Foodland, South Australia, Australia"
SRPYNSD6,Tronox,NSW,2715,10.713,Solar,2025-07-12,2025-08-14,-31.2532183,146.921099,,,New South Wales,,Australia,"New South Wales, Australia","Tronox, New South Wales, Australia"
SRPYNSB8,Elements of Byron,NSW,2481,0.837,Solar,2025-05-20,2025-08-19,-28.6258964,153.5869699,Byron Bay,Byron Shire Council,New South Wales,2481.0,Australia,"144 Bayshore Dr, Byron Bay NSW 2481, Australia","Elements of Byron, New South Wales, Australia"
SRPXQLL8,FABCOT Chermside,QLD,4032,0.254,Solar,2025-07-14,2025-08-19,-27.3858322,153.0310009,Chermside,Brisbane City,Queensland,,Australia,"Chermside QLD, Australia","FABCOT Chermside, Queensland, Australia"
SRPXVCQ9,Altona Inlet Pump Station,VIC,3018,0.226,Solar,2025-04-16,2025-08-26,-37.8645245,144.8309509,Altona,Hobsons Bay City,Victoria,3018.0,Australia,"Altona VIC 3018, Australia","Altona Inlet Pump Station, Victoria, Australia"
SRPXVCS3,Bunnings Keysborough,VIC,3173,0.2,Solar,2025-06-24,2025-08-26,-37.9898832,145.1469757,Keysborough,Greater Dandenong City,Victoria,3173.0,Australia,"Cheltenham Rd &, Springvale Rd, Keysborough VIC 3173, Australia","Bunnings Keysborough, Victoria, Australia"
SRPXQLM4,Ignatius Park College,QLD,4814,0.29,Solar,2025-08-04,2025-08-26,-19.3001636,146.7589341,Cranbrook,Townsville City,Queensland,4814.0,Australia,"384 Ross River Rd, Cranbrook QLD 4814, Australia","Ignatius Park College, Queensland, Australia"
SRPXVCT9,Ambassador Industrial Pty Ltd,VIC,3803,0.257,Solar,2025-07-25,2025-08-27,-38.0150051,145.2622939,Hallam,Casey City,Victoria,3803.0,Australia,"7-9 Westpool Dr, Hallam VIC 3803, Australia","Ambassador Industrial Pty Ltd, Victoria, Australia"
SRPXVCT4,Dexus Dulux Dandenong,VIC,3175,0.226,Solar,2025-07-25,2025-08-27,-37.9847811,145.2139907,Dandenong,Greater Dandenong City,Victoria,3175.0,Australia,"Dandenong VIC 3175, Australia","Dexus Dulux Dandenong, Victoria, Australia"
SRPXQLM3,Harbourside Townsville,QLD,4810,0.779,Solar,2025-08-04,2025-08-27,-19.2687693,146.8333644,South Townsville,Townsville City,Queensland,4810.0,Australia,"296/300 Boundary St, South Townsville QLD 4810, Australia","Harbourside Townsville, Queensland, Australia"
SRPXQLM2,KQF Newheath Dr,QLD,4214,0.536,Solar,2025-07-30,2025-08-27,-27.9459382,153.3427432,Arundel,City of Gold Coast,Queensland,4214.0,Australia,"Newheath Dr, Arundel QLD 4214, Australia","KQF Newheath Dr, Queensland, Australia"
SRPXVCT7,Liuzzi 25 Eton St,VIC,3072,0.275,Solar,2025-07-21,2025-08-27,-37.7451184,145.0243861,Preston,Darebin City,Victoria,3072.0,Australia,"25 Eton St, Preston VIC 3072, Australia","Liuzzi 25 Eton St, Victoria, Australia"
SRPXVCT8,Liuzzi 71 Gower St,VIC,3072,0.4,Solar,2025-07-21,2025-08-27,-37.743696,145.0246844,Preston,Darebin City,Victoria,3072.0,Australia,"71 Gower St, Preston VIC 3072, Australia","Liuzzi 71 Gower St, Victoria, Australia"
SRPXQLM5,Mercy Community,QLD,4014,0.853,Solar,2025-08-04,2025-08-27,-27.3643436,153.0946502,Nudgee,Brisbane City,Queensland,4014.0,Australia,"131 Queens Rd, Nudgee QLD 4014, Australia","Mercy Community, Queensland, Australia"
SRPXVCP9,Norther Airfield,VIC,3045,11.278,Solar,2025-06-01,2025-08-27,-36.9847807,143.3906074,,,Victoria,,Australia,"Victoria, Australia","Norther Airfield, Victoria, Australia"
SRPVWAN8,Rose Farms,WA,6220,0.2,Solar,2025-08-04,2025-08-27,-27.6728168,121.6283098,,,Western Australia,,Australia,"Western Australia, Australia","Rose Farms, Western Australia, Australia"
SRPYNSE3,Suprima Bakeries Pty Ltd,NSW,2566,0.751,Solar,2025-07-23,2025-08-27,-34.0408771,150.8397467,Minto,City of Campbelltown,New South Wales,2566.0,Australia,"1 Magnum Pl, Minto NSW 2566, Australia","Suprima Bakeries Pty Ltd, New South Wales, Australia"
